id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_s,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
811,Marco Rubio,1,yes,1,Neutral,0,0.6304,Jobs and Economy,0.7065,,Pasco4Bernie,,8,,,RT @TheBaxterBean: Marco Rubio Plans To Help Wall Street Profit Off College Students' Future Earnings http://t.co/KowXcW9IbC #GOPDebate httâ€¦,,8/7/2015 9:47,6.29695E+17,"Land O' Lakes, FL",Pacific Time (US & Canada)
812,Mike Huckabee,0.4265,yes,0.6531,Neutral,0,0.6531,None of the above,0.4265,,2ward4ward,,14,,,"RT @ShannonBream: The donor class feeds the political class, govt keeps getting bigger - says @GovMikeHuckabee #GOPdebate",,8/7/2015 9:47,6.29695E+17,"California, USA",Pacific Time (US & Canada)
813,Ted Cruz,0.416,yes,0.645,Positive,1,0.645,None of the above,0.416,,nevagphx1,,2,,,"@CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POTUS. HONESTY!",,8/7/2015 9:47,6.29695E+17,U.S.A. ,Arizona
814,Marco Rubio,0.4233,yes,0.6506,Negative,2,0.6506,None of the above,0.4233,,MainStreetWkly,,1,,,RT @einial: Did Rubio's ears get bigger during this debate? #GOPDebate,,8/7/2015 9:47,6.29695E+17,Washington #TheDistrict D.C.,
815,John Kasich,0.684,yes,1,Neutral,0,0.653,None of the above,1,,FreedomJames7,,0,,,"Kasich/Williams 2016
#GOPDebate http://t.co/qdDoqyX0IP",,8/7/2015 9:47,6.29695E+17,,
816,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,Azn_CyberSleuth,,0,,,The First #GOPDebate: Social Media Reaction and More http://t.co/sBvY8iiruF,,8/7/2015 9:47,6.29695E+17,"Chicago, IL",Central Time (US & Canada)
817,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,Joey_Sterrett,,1,,,RT @murphttam: Miss the #GOPDebate last night? Don't fear! I've got you covered with a recap https://t.co/mdI4JzVabp,,8/7/2015 9:47,6.29695E+17,"Philadelphia, PA",
818,No candidate mentioned,1,yes,1,Negative,2,1,Abortion,1,,joehudsonsmall,,1,,,"""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopeful in 2015. #GOPdebate",,8/7/2015 9:47,6.29695E+17,"Worcester/Manchester, UK",London
819,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,AnitaFinlay,,0,,,".@TajMagruder Say it with me, GOP: Bashing .@HillaryClinton is not a campaign platform! #GOPDebate",,8/7/2015 9:47,6.29695E+17,,Pacific Time (US & Canada)
820,Donald Trump,0.435,yes,0.6596,Neutral,0,0.3404,None of the above,0.435,,califortrump,,20,,,RT @DanScavino: ICYMI: @realDonaldTrump on @Morning_Joe @morningmika discussing #GOPDebate #Trump2016 #MakeAmericaGreatAgain  https://t.co/â€¦,,8/7/2015 9:47,6.29695E+17,"Los Angeles, CA",
821,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,CblGuyChris,,0,,,@KyleBrandt in the #GOPDebate Fox made @megynkelly play the womens victim she wasn't professional. She was a raging B all night,,8/7/2015 9:47,6.29695E+17,"beaverton, or",Pacific Time (US & Canada)
822,Donald Trump,0.4074,yes,0.6383,Negative,2,0.6383,,0.2309,,jennpozner,,0,,,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",,8/7/2015 9:47,6.29695E+17,"Brooklyn, NY",Eastern Time (US & Canada)
823,No candidate mentioned,1,yes,1,Neutral,0,1,Religion,1,,flo09432,,11,,,RT @realOBF: God is up next on the #GOPDebate ... http://t.co/tUdL2F7Zs1,,8/7/2015 9:47,6.29695E+17,Boston,
824,No candidate mentioned,0.442,yes,0.6649,Neutral,0,0.6649,None of the above,0.442,,mhansle,,40,,,"RT @WStachelberg: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/1mbeTsRSrI",,8/7/2015 9:47,6.29695E+17,JAM â†’CAN â†’JPN,
825,No candidate mentioned,0.4444,yes,0.6667,Negative,2,0.6667,None of the above,0.2292,,Darediva1069,,271,,,RT @TinyMuslimah: Everybody wanna be a Jesus freak till it's time to feed the poor. #GOPDebate,,8/7/2015 9:47,6.29695E+17,The Cosmos,
826,No candidate mentioned,0.4123,yes,0.6421,Negative,2,0.3263,None of the above,0.4123,,WintermuteNight,,10,,,RT @johneberkowitz: This sums up the #GOPDebate perfectly. http://t.co/d6p2W69Ea5,,8/7/2015 9:47,6.29695E+17,Sol-3,Central Time (US & Canada)
827,Donald Trump,1,yes,1,Negative,2,0.6556,None of the above,1,,1walshcRc,,69,,,RT @BBCJonSopel: Listening to Donald #Trump2016 you get impression he could start a fight in an empty room #GOPDebate,,8/7/2015 9:47,6.29695E+17,Leicester,London
828,Donald Trump,0.6489,yes,1,Negative,2,1,None of the above,1,,GaryLaprell,,2,,,"RT @TheFriddle: I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDebâ€¦",,8/7/2015 9:47,6.29695E+17,"Colorado, USA",
829,Chris Christie,0.4218,yes,0.6495,Neutral,0,0.6495,None of the above,0.4218,,Zemrag7,,0,,,Heard clip from #GopDebate about #NSA w/ #Christie &amp; #Paul . #Christie supports #NSA past actions.So he agrees w/#Obama &amp; #Democrats right?,,8/7/2015 9:47,6.29695E+17,#MichiAna  #Oklahoma #Kansas,Eastern Time (US & Canada)
830,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,0.6999,,EscapeVelo,,40,,,"RT @Tombx7M: Will someone please tell Megyn it's not about her.
#kellyfile #GOPDebate",,8/7/2015 9:47,6.29695E+17,Twitter,
831,No candidate mentioned,1,yes,1,Neutral,0,0.6696,None of the above,1,,TwoSeamGripe,,0,,,"""But what about the next 10 words?"" - @Pres_Bartlet #GOPDebate",,8/7/2015 9:47,6.29695E+17,"Washington, DC",Pacific Time (US & Canada)
832,No candidate mentioned,1,yes,1,Neutral,0,0.6941,None of the above,1,,maddarilke,,0,,,THIS. #GOPDebate #GOPClownCar  https://t.co/ED40f1ZIFY,,8/7/2015 9:47,6.29695E+17,Miami,Eastern Time (US & Canada)
833,No candidate mentioned,1,yes,1,Positive,1,0.6785,FOX News or Moderators,1,,ANDIkNOCKed,,0,,,I hate that I missed the #GOPDebate last night but these @FoxNews high lights are on point. ðŸ˜ðŸ‡ºðŸ‡¸,,8/7/2015 9:47,6.29695E+17,"Salt Lake City, Utah",Quito
834,Chris Christie,1,yes,1,Negative,2,0.6662,None of the above,1,,drewbaxta,,0,,,Fuck it last one and I'm done #GOPDebate #ChrisChristie http://t.co/QAmUqbetDc,,8/7/2015 9:47,6.29695E+17,"Los Angeles, CA ",Pacific Time (US & Canada)
835,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,ChristenDellett,,7,,,"RT @brian_mcgill: Fantastic statistical breakdown of the #GOPdebate from @randyyeip, @stuartathompson last night.http://t.co/dbGL8GdFPb httâ€¦",,8/7/2015 9:47,6.29695E+17,South,Central Time (US & Canada)
836,Donald Trump,0.686,yes,1,Negative,2,0.6279,Women's Issues (not abortion though),0.686,,EscapeVelo,,43,,,"RT @k_mcq: Megyn Kelly on Trump: â€œHe canâ€™t just keep just going after everyone attacks him!â€ Yes, he can, Ms. ""Iâ€™m Offended!"" Feminist. #GOâ€¦",,8/7/2015 9:47,6.29695E+17,Twitter,
837,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,kiley481,,0,,,beeteedubs.  If you have to play 'Lesser-of-17-Evils' with your party ... perhaps you need a new party.  #p2 #tcot #GOPDebate,,8/7/2015 9:47,6.29695E+17,"Washington, DC",
838,No candidate mentioned,1,yes,1,Positive,1,0.65,None of the above,1,,AlexisinNH,,4,,,"Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",,8/7/2015 9:47,6.29695E+17,Live Free Or Die,Eastern Time (US & Canada)
839,John Kasich,1,yes,1,Negative,2,0.6624,None of the above,1,,KarenCrow6,,1,,,"RT @FreedomJames7: John Kasich Is A RINO.
#GOPDebate",,8/7/2015 9:47,6.29695E+17,,
840,Donald Trump,0.6686,yes,1,Neutral,0,0.6336,None of the above,1,,jorgebetny,,1,,,RT @LeticiaEstrada: Did anyone see this last night #gopdebate #trump https://t.co/aU20dYdoWh,,8/7/2015 9:47,6.29695E+17,New York!!!,Eastern Time (US & Canada)
841,Mike Huckabee,0.3974,yes,0.6304,Neutral,0,0.6304,,0.233,,ChalkArtist,,4,,,RT @alicetweet: Coming up: @govmikehuckabee on @FoxBusiness re: #GOPDebate http://t.co/jSLiarDFCO,,8/7/2015 9:47,6.29695E+17,"Ottumwa, Iowa",Central Time (US & Canada)
842,No candidate mentioned,1,yes,1,Negative,2,0.6631,None of the above,0.6471,,SierraCarson,,131,,,RT @Number10cat: I'm just glad there isn't a swimsuit round #GOPDebate http://t.co/tiTzlo93OF,,8/7/2015 9:47,6.29695E+17,Fayettechill/ 'Homa,Eastern Time (US & Canada)
843,No candidate mentioned,0.449,yes,0.6701,Negative,2,0.6701,FOX News or Moderators,0.449,,GodsDontExist,,0,,,#Petition: Exclude Megyn Kelly As A Host From Future Fox News Debates: https://t.co/DxnjJUXeLe (@change) #GOPDebate #debate #MegynKelly #GOP,,8/7/2015 9:47,6.29695E+17,"PDX, Oregon â˜‚  ",Pacific Time (US & Canada)
844,No candidate mentioned,0.4444,yes,0.6667,Negative,2,0.6667,None of the above,0.4444,,AlasdairDenvil,,0,,,"Why can't our debates be more like the Founding Fathers?

http://t.co/01KulhlXSK

#GOPDebate
#LNYHBT #TLOT #TCOT #P2",,8/7/2015 9:47,6.29695E+17,,
845,Donald Trump,0.6277,yes,1,Neutral,0,0.6809,None of the above,1,,edjschenk,,0,,,@TheRightScoop well @FrankLuntz focus group certainly doesn't match today's #GOPDebate polls,,8/7/2015 9:47,6.29695E+17,Twinsburg OH,Eastern Time (US & Canada)
846,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,0.6667,,NoChillAlexis,,15,,,"RT @docrocktex26: This is who wants to ""lead"" your country. This is who wants to make decisions on your behalf. This was their opening caseâ€¦",,8/7/2015 9:47,6.29695E+17,Chicago âœˆï¸ Trampa Flawdaaaa ,Eastern Time (US & Canada)
847,Scott Walker,1,yes,1,Negative,2,1,None of the above,1,,kimberlyann274,,327,,,"RT @deray: Scott Walker is dangerous. He is deep in his own world and is most comfortable there, it seems. Dangerous. #GOPDebate",,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
848,No candidate mentioned,0.6347,yes,1,Negative,2,0.6347,None of the above,1,,ShrinkGov,,1,,,"Lets not pretend the bar for POTUS is very high now.  Its somewhere between sh*t and syphilis
#GOPDebate #tcot",,8/7/2015 9:47,6.29695E+17,Republic of Texas,Central Time (US & Canada)
849,No candidate mentioned,1,yes,1,Negative,2,0.6767,Jobs and Economy,0.6825,,SeaBassThePhish,,1,,,S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
850,No candidate mentioned,1,yes,1,Neutral,0,0.663,None of the above,0.6848,,alexandraheuser,,1,,,GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,,8/7/2015 9:47,6.29695E+17,America,
851,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,0.6566,,JLSigman,,4,,,"RT @TananariveDue: As @ShaunKing pointed out, #GOPDebate had a huge audience of POC ready to learn. What we learned was mostly just scary. â€¦",,8/7/2015 9:47,6.29695E+17,"Columbia, SC",Quito
852,Scott Walker,0.4344,yes,0.6591,Negative,2,0.6591,,0.2247,,revtim1911,,38,,,RT @theblaze: Pundits incensed over @megynkelly's abortion question for @ScottWalker during #GOPDebate: http://t.co/m8hAmUusrZ,,8/7/2015 9:47,6.29695E+17,,
853,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,Swearengen95,,0,,,I don't give a flying fuck about what Hollywood celebs think about last night's #GOPDebate. They know who they want to win already. F-them.,,8/7/2015 9:47,6.29695E+17,Pittsburgh,Eastern Time (US & Canada)
854,Donald Trump,1,yes,1,Neutral,0,0.6915,None of the above,1,,tincase,,35,,,"RT @fakedansavage: Trump: ""If I'm the nominee, I will not run as an independent."" #GOPDebate",,8/7/2015 9:47,6.29695E+17,toronto,Eastern Time (US & Canada)
855,Donald Trump,1,yes,1,Negative,2,1,None of the above,0.6477,,eadswins,,1,,,RT @PersianPolitik: @woodruffbets @thedailybeast And you just proved @realDonaldTrump point on bad journalists from the #GOPDebate can't evâ€¦,,8/7/2015 9:47,6.29695E+17,,
856,Donald Trump,1,yes,1,Negative,2,0.6602,FOX News or Moderators,1,,Brent_Burch,,7,,,"RT @ChadHastyRadio: Really, the only people who seem upset with @BretBaier &amp; @megynkelly &amp; FOX are the people who backed Trump. #GOPDebate",,8/7/2015 9:47,6.29695E+17,,
857,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,0.3601,,andreafed,,1,,,@Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster). #GOPDebate,,8/7/2015 9:47,6.29695E+17,Southern California,Central Time (US & Canada)
858,No candidate mentioned,0.6714,yes,1,Negative,2,0.6714,None of the above,1,,sototallyblahh,,866,,,"RT @marcorubio: This election better be about the future, not the past. #GOPDebate",,8/7/2015 9:47,6.29695E+17,813-205,
859,Donald Trump,1,yes,1,Negative,2,1,Women's Issues (not abortion though),0.6842,,shananigins15,,0,,,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",,8/7/2015 9:47,6.29695E+17,Earth,Eastern Time (US & Canada)
860,Chris Christie,1,yes,1,Negative,2,0.6707,None of the above,1,,kimberlyann274,,206,,,RT @deray: Christie comes across as a bully. But the bully that reminds you that he hurts people because it's in their best interests. #GOPâ€¦,,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
861,Chris Christie,1,yes,1,Negative,2,1,None of the above,1,,bridoc,,0,,,"Chris Christie tried to wrap himself in 9/11 (Giuliani-style) during the #GOPdebate. In doing so, he lied, twice. http://t.co/y6mUdmr66P",,8/7/2015 9:47,6.29695E+17,"Washington, DC",Eastern Time (US & Canada)
862,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,EscapeVelo,,103,,,"RT @k_mcq: Itâ€™s embarrassing that a brilliant, stunning woman like Megyn Kelly uses SJW, feminist propaganda to attack Republicans. #GOPDebâ€¦",,8/7/2015 9:47,6.29695E+17,Twitter,
863,No candidate mentioned,1,yes,1,Negative,2,0.6364,FOX News or Moderators,1,,DebndanfarrDeb,,7,,,RT @Kerryepp: A debate should be between 2 candidates. Not between a candidate and a moderator. The moderators should be time keepers only.â€¦,,8/7/2015 9:47,6.29695E+17,,
864,No candidate mentioned,1,yes,1,Negative,2,0.6667,Abortion,0.6774,,pete_908,,0,,,"#GOPDebate why do politicians stick to the same old topics, pro-life, pro-choice? gay marriage. Let it go..These are personal choices!",,8/7/2015 9:47,6.29695E+17,NY,Eastern Time (US & Canada)
865,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,kanova,,0,,,"I mean, why should it matter if the questions were unfair? You didn't bother answering them anyway @realDonaldTrump #GOPDebate",,8/7/2015 9:47,6.29695E+17,"Atlanta, GA, USA",Eastern Time (US & Canada)
866,No candidate mentioned,0.4689,yes,0.6848,Positive,1,0.6848,None of the above,0.4689,,unclejer1960,,242,,,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/Pk45i5Zvk0",,8/7/2015 9:47,6.29695E+17,Avondale,
867,Rand Paul,0.4123,yes,0.6421,Neutral,0,0.3263,None of the above,0.4123,,WBBIIISRA,,0,,,Todd Palin &amp; Rand Paul have closed down a Senor Frogs in Puerto Vallarta together after a day of rigorous jet skiing #GOPDebate,,8/7/2015 9:47,6.29695E+17,The gym...,Mountain Time (US & Canada)
868,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,tnjg1964,,1,,,RT @Didikatz: Mistake to think #GOPDebate would be fun. Seeing deep sickness US conservatism has become bastardized &amp; spawned by @FoxNews vâ€¦,,8/7/2015 9:47,6.29695E+17,"Green Bay, Wisconsin",
869,No candidate mentioned,1,yes,1,Positive,1,1,Jobs and Economy,1,,niceredhead,,0,,,"#GOPDebate  Was interesting to watch, some candidates had some good points about the how the economy has change in the 10 yrs .",,8/7/2015 9:47,6.29695E+17,minnesota,Central Time (US & Canada)
870,John Kasich,1,yes,1,Positive,1,0.6679,None of the above,1,,pragmaticgop,,0,,,"Debate Preformances:
Kasich A-
Rubio A-
Carson B+
Christie B+
Trump B
Bush B
Cruz B-
Huckabee B-
Paul C+
Walker C
#GOPDebate #Kasich #Rubio",,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
871,Donald Trump,0.4207,yes,0.6486,Neutral,0,0.3401,None of the above,0.4207,,LinFlies,,1,,,RT @WND_TXT: #Trump is a man  who is Substance.A fighter.The Intellectual Class will never be able to understand a hands on person like Truâ€¦,,8/7/2015 9:47,6.29695E+17,"San Diego, CA USA",Pacific Time (US & Canada)
872,Donald Trump,1,yes,1,Neutral,0,1,FOX News or Moderators,1,,LAWriter,,0,,,Donald Trump Clashes With Megyn Kelly During #GOPDebate  (Video)   https://t.co/k8h5CZrYMW,,8/7/2015 9:47,6.29695E+17,"Los Angeles, CA",Pacific Time (US & Canada)
873,No candidate mentioned,1,yes,1,Positive,1,0.3448,LGBT issues,0.6552,,_gunnoe_ya_know,,1972,,,"RT @PhillyD: I went to a gay wedding. 
""Applause""
And there were black people there too!
""Standing ovation""
#GOPDebate",,8/7/2015 9:47,6.29695E+17,,
874,Donald Trump,1,yes,1,Negative,2,0.6667,None of the above,1,,pocarles,,0,,,"After #GOPDebate, @realDonaldTrump still #1 with Twitter but loosing ground. http://t.co/tXiMY82SOQ http://t.co/cVclcb6UBM",,8/7/2015 9:47,6.29695E+17,"Palm Beach, Florida",Eastern Time (US & Canada)
875,No candidate mentioned,1,yes,1,Negative,2,0.6667,Foreign Policy,1,,3694d4b138274a5,,422,,,"RT @kumailn: ""We have the military for a reason. To fuck shit up!!!"" #GOPDebate",,8/7/2015 9:47,6.29695E+17,,
876,Donald Trump,1,yes,1,Neutral,0,0.6522,None of the above,1,,greenspaceguy,,0,,,@joshtpm #GOPDebate https://t.co/AyxbtXwsKR â€¦ Money Can't Buy Me Love? Or Can It? -D Trump #Quote,,8/7/2015 9:47,6.29695E+17,Michigan,Central Time (US & Canada)
877,Jeb Bush,1,yes,1,Negative,2,1,None of the above,1,,Pavlova__,,64,,,RT @Writeintrump: Jeb Bush refers to himself as Vito Corleone. I always thought he was Fredo.  #GOPDebate,,8/7/2015 9:47,6.29695E+17,,Amsterdam
878,No candidate mentioned,1,yes,1,Neutral,0,1,Women's Issues (not abortion though),0.358,,miss_articulate,,570,,,"RT @maureenjohnson: ""Women or guns? Which are the most people?"" #GOPDebate",,8/7/2015 9:47,6.29695E+17,Pennsylvania,Eastern Time (US & Canada)
879,Donald Trump,0.6471,yes,1,Negative,2,1,None of the above,1,,Tylaskan,,332,,,RT @TamaraCG: My new favorite gif is perfect. #GOPDebate http://t.co/uKdZ8O85Av,,8/7/2015 9:47,6.29695E+17,Proverbs 31:25,Eastern Time (US & Canada)
880,No candidate mentioned,1,yes,1,Negative,2,1,Racial issues,0.6628,,donitalulu,,112,,,RT @Wordplay4Days: @Dreamdefenders were censored for taking these candidates ACTUAL words and posting these. #KKKorGOP #GOPDebate http://t.â€¦,,8/7/2015 9:47,6.29695E+17,,
881,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,RBesier,,1,,,"RT @learjetter: #FOXNEWS used crazy&gt; @DWStweets to stir the #drama pot, and that's unprofessional! @FoxNews #GOPDebate 

@JulietteIsabell @â€¦",,8/7/2015 9:47,6.29695E+17,Houston,
882,No candidate mentioned,0.4664,yes,0.683,Neutral,0,0.3678,None of the above,0.2512,,mhansle,,33,,,RT @ykhong: Instagram took down @dreamdefenders website for posting real quotes from the #GOPdebate wiâ€¦ http://t.co/5rEByRJgcK http://t.co/â€¦,,8/7/2015 9:47,6.29695E+17,JAM â†’CAN â†’JPN,
883,Donald Trump,1,yes,1,Negative,2,0.6897,None of the above,1,,TheGooseFraba,,399,,,"RT @TheMattFowler: â€œMr. Trump, this next question is for you. Please explain this pathetic taking of the Stone Cold Stunnerâ€ #GOPDebate httâ€¦",,8/7/2015 9:47,6.29695E+17,Texas,Central Time (US & Canada)
884,Donald Trump,1,yes,1,Negative,2,1,Women's Issues (not abortion though),0.3333,,JamesRiley2,,197,,,"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 

#GOPDebate http://t.co/5wYduo9v2K",,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
885,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,StitchJonze,,0,,,@realDonaldTrump hires actors for his announcement. How many did he pay to click the @DRUDGE_REPORT survey ? #GOPDebate #Trump,,8/7/2015 9:47,6.29695E+17,ÎœÎŸÎ›Î©Î Î›Î‘Î’Î•,Eastern Time (US & Canada)
886,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,ResearchRatCT,,5,,,"RT @libertyladyusa: Yes ma'am @ConservVoice @KerryPicket ~&gt; @megynkelly Megyn you disappointed me! 

#GOPDebate ðŸ‡ºðŸ‡¸",,8/7/2015 9:47,6.29695E+17,,
887,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,MrGusStefano,,88,,,"RT @theLadyGrantham: Don't be Donald Trump dear, it's very middle class. #GOPDebate",,8/7/2015 9:47,6.29695E+17,Rio de Janeiro,
888,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,debrajsaunders,,0,,,#GOPdebate: Trump trumps Trump. @realDonaldTrump was biggest loser.    http://t.co/I4T3C2GMZO via @SFGate,,8/7/2015 9:47,6.29695E+17,San Francisco Chronicle,
889,No candidate mentioned,1,yes,1,Negative,2,1,Religion,1,,MikeT_CT,,0,,,"I want to point on one more time, that a real question, in a real presidential debate was ""what did God say to you?"" #GOPDebate",,8/7/2015 9:47,6.29695E+17,"Connecticut, USA",Eastern Time (US & Canada)
890,Marco Rubio,1,yes,1,Negative,2,1,Abortion,0.3755,,elvislver56,,12,,,RT @TheBaxterBean: Marco Rubio: Constitutional Right To Choose Was 'Egregiously Flawed Decision' http://t.co/U63WRh7mXN #GOPDebate http://tâ€¦,,8/7/2015 9:47,6.29695E+17,"Garden Grove, Ca",
891,Scott Walker,1,yes,1,Positive,1,0.6279,Jobs and Economy,1,,RedRoadRail,,0,,,Scott Walker's Wisconsin Is Seeing The Fastest Shrinking Middle Class In America http://t.co/zoPokedb8L #GOPDebate #VotersFirst #Trump2016,,8/7/2015 9:47,6.29695E+17,Missouri & Florida Wisconsin,Mountain Time (US & Canada)
892,No candidate mentioned,0.6235,yes,1,Negative,2,1,None of the above,1,,imoore8904,,0,,,His supporters don't seem to care he's just as corrupt as the politicians he calls stupid. #GOPDebate  https://t.co/8jnMnzSZBk,,8/7/2015 9:47,6.29695E+17,United States,Pacific Time (US & Canada)
893,No candidate mentioned,0.4101,yes,0.6404,Negative,2,0.6404,,0.2303,,MisteProgram,,0,,,"#gopdebate Carly Fiorina called Hillary a liar 3x on @Hardball_Chris 
Then not more than 5 minutes later, she says she never did that
#Liar",,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
894,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,MC_Stephenson,,0,,,"I know the audience erupted last night re: @realDonaldTrump and Rosie line of ques, but how could you want that guy for a Prez? #GOPDebate",,8/7/2015 9:47,6.29695E+17,"Austin, TX",Quito
895,Marco Rubio,1,yes,1,Positive,1,1,None of the above,1,,JohnPaulPedraza,,0,,,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4,,8/7/2015 9:47,6.29695E+17,#Miami & #Colombia,Eastern Time (US & Canada)
896,No candidate mentioned,1,yes,1,Neutral,0,0.6403,None of the above,1,,CheleM14,,79,,,RT @NancyLeeGrahn: This #GOPDebate is a giant commercial for @HillaryClinton for President. Thank you God.,,8/7/2015 9:47,6.29695E+17,,
897,No candidate mentioned,1,yes,1,Positive,1,0.3677,None of the above,1,,gedda,,40,,,RT @daveanthony: Chewbacca should be up there just roaring every once in a while.  Would fit right in.  #GOPDebate,,8/7/2015 9:47,6.29695E+17,Sweden,Stockholm
898,No candidate mentioned,1,yes,1,Neutral,0,0.6708,None of the above,1,,EscapeVelo,,0,,,#GOPDebate Field seems terrified of mentioning Obama in a negative light.,,8/7/2015 9:47,6.29695E+17,Twitter,
899,Donald Trump,0.6882,yes,1,Negative,2,0.6452,None of the above,1,,garrulous34,,0,,,"'Political Correctness' is a vile term, and people who invoke it as a slur are cowards. #GOPDebate http://t.co/n8pu1zOVBh",,8/7/2015 9:47,6.29695E+17,California,Pacific Time (US & Canada)
900,No candidate mentioned,1,yes,1,Negative,2,0.6517,None of the above,1,,allen1006,,0,,,established #GOPDebate afraid someone willing to tell the truth would shake DC up https://t.co/MIa5T8YSWP,,8/7/2015 9:47,6.29695E+17,,Eastern Time (US & Canada)
901,Rand Paul,0.6595,yes,1,Negative,2,0.6936,Foreign Policy,0.6469,,Pavlova__,,65,,,"RT @Writeintrump: I knew the war in Iraq was a bad idea, just like I knew letting that blind guy cut Rand Paul's hair was a bad idea.  #GOPâ€¦",,8/7/2015 9:47,6.29695E+17,,Amsterdam
902,No candidate mentioned,1,yes,1,Positive,1,0.6778,None of the above,1,,Clever_Otter,,0,,,"Yay, social issues next!!! #GOPDebate",,8/7/2015 9:47,6.29695E+17,Earth,Mountain Time (US & Canada)
903,No candidate mentioned,0.3943,yes,0.6279,Negative,2,0.6279,None of the above,0.3943,,WallSarawall38,,3,,,RT @ArtIsWarUSA: #Democrats say Hail Hitlery #Socialist #DeathByDemocrat #Election2016 #StopHillary #GOPDebate #nazi #liberallogic http://tâ€¦,,8/7/2015 9:47,6.29695E+17,"South Carolina, USA",
904,No candidate mentioned,1,yes,1,Negative,2,0.7021,Abortion,0.7021,,Living400lbs,,47,,,"RT @Elevat0rLady: Hopped on FB, and saw my friends recap of the #GOPDebate ... She wins. http://t.co/tpszBViD8O",,8/7/2015 9:47,6.29695E+17,"Seattle, WA",Pacific Time (US & Canada)
905,No candidate mentioned,1,yes,1,Negative,2,0.6781,FOX News or Moderators,0.3521,,AndreaUpadhya,,58,,,"RT @Mammals_Suck: I am shocked* that over an hour into the #GOPDebate &amp; there have been no Qs about Police Brutality &amp; #BlackLivesMatter 

â€¦",,8/7/2015 9:47,6.29695E+17,"Fort Worth, TX",Central America
906,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,DWHignite,,0,,,"Maybe tweeting is just not your game. I know! Let's have a spelling contest with #profanity..U win #GOPDebate 
 https://t.co/9TaLiqmeZH",,8/7/2015 9:47,6.29695E+17,,
